Clade Name	Clade Definition	Section Letter	Components	Show	Comments
All	SUAK+ENCD+KBXS+NJKC+POPJ+DXNY+DHWX+AJFN+ZZOL+ZCUA+PAZJ+PRIQ+ATYL+UQCB+ERIA+ZKPF+OBTI+OMXG+NQYP+XLGK+MUCT+EDHN+MLUJ+IEHF+CYVA+UCRN+WQUF+TTRG+FZJL+EWXK+IHJY+HANM+VXKB+POIR+KJYC+FEDW+SYHW+TORX+MGBF+YSQT+CMFF+JEXA+DPFW+RUIF+ORJE+NHCM+WMUK+VZCI+KADG+AXAF+SQCF+MCNW+GRFT+OWFC+RICC+WWKL+BCYF+UZWG+SLYR+HRVY+ETGN+ZNZC+URCP+RTMU+BAKF+NMGG+IAYV+VUSY+ZQVF+IPWB+ACFP+DKFZ+IOVS+JSAG+TGNL+SFKQ+XZUY+WRSL+TIUZ+KJBH+CKDK+RTTY+SRSQ+JQCX+BHYC+Nelnu_v1.0+UWOD+VNMY+MFYC+EMJJ+GBVZ+RRID+WLIC+DHAW+IZNU+PMRP+HMFE+HNCF+UWFU+HPXA+UMUL+DRFX+GCFE+YNUE+MMJI+VBMM+YTYU+HZTS+FXGI+ABSS+OAQS+DCVZ+SDPC+YXNR+SMMC+ZFRE+NLOM+AIGO+QBRF+FOMH+LJPN+YKZB+OCWZ+TPEM+CPOC+KTAR+LGDQ+DOVJ+IIFB+BGXB+WGET+ZQYU+BCGB+LGOW+IKFD+BEGM+ALVQ+YKSS+QZZU+RMVB+TXMP+PDIE+BNCU+IRBN+CGGO+RFMZ+YPSN+IWIS+UNSW+VCIN+GTHK+CSSK+FCBJ+HXJE+SEMK+XSSD+TMWO+COAQ+VSRH+BMIF+THHD+JHFI+NFXV+NVGZ+EEAQ+KEYW+VIBO+VMXJ+AKRH+ULXR+FAKD+XAXW+WOBD+CNTZ+FYUH+NRWZ+JJZR+YQEC+HHXJ+YBQN+DIBI+KNKV+RHVC+QKEI+FYTP+YSRZ+INQX+RPGL+QSNJ+PEZP+IMZV+SXCE+Poptr_v3.0+UHBY+UFJN+GDZS+XZAQ+MGVU+CDFR+NGTD+PTFA+IADP+QWRA+VVRN+SXML+Spipo_v2+AQZD+GRRW+FHST+HXCD+WOHL+AEPI+AXNH+ZFGK+HTIP+KPTE+GBGW+GBGT+YDCQ+LYPZ+YZRI+MZLD+OCTM+WRPP+XUAB+TNAW+QKMG+TMMR+XRLM+YMES+AZBL+DSXO+DGXS+EPVF+WGTU+SFCT+RNAT+EDBB+EYRD+RPRU+QFND+DFHO+AJUW+LMXP+DZRA+ZHEE+NJLF+DXOU+BXAY+BAJW+NBMW+WSJO+WQML+TRRQ+DHPO+CBAE+POZS+Vitvi_Genoscope.12X+OMYK+CTYH+XWMS+EATP+GGJD+ARYD+MJHP+TZJQ+OFWX+ICUS+CLRW+NXOH+YBML+ACYX+DVXD+NWWI+JVBR+LJQF+WEJN+VVPY+CIAC+SVTS+PLYX+UPOG+FGDU+AREG+LQJY+XFJG+DWAP+LRRR+BEFC+OHKC+JTRM+QACK+DSWR+MFEA+TSBQ+DBCE+OQON+RKGT+DJSE+GHLP+WAIL+NCVK+ISPU+BFIK+EYKJ+ZJDK+HRWG+ZSNV+HPNZ+PIYM+OMDH+WGMD+ROWR+UYED+VQFW+DSVQ+WVEF+SSDU+WEQK+SKNL+Phavu_v1.0+YKFU+ZINQ+FGRF+CKXF+JWEY+ABIJ+TEZA+KEGA+QPDY+FAJB+MRKX+HEGQ+YHZW+HMHL+LLXJ+ULGV+CJGZ+NIJU+URSB+WVWN+VUGF+BZMI+ROEI+CZJT+DRGY+FIKG+MMKU+KIIX+XMQO+ZBTA+ZSSR+GJPF+NOKI+TVCU+QZXQ+TWUW+ROLB+HQOM+RSPO+SYJM+PZBH+FROP+Solly_iTAGv2.3+JVSZ+VPCP+QIAD+UPMJ+BLVL+RCAH+EILE+OAEZ+HXDV+Eucgr_v1.1+GDKK+JNUB+DAAD+YDEH+EDXZ+GZSF+FNEN+HAEU+STDO+AEXY+FITN+DCCI+VDKG+IWJG+OOVX+IRAF+YRBQ+VALZ+CLNU+SZYG+DMIN+BNDE+JCMU+RHAU+PJSX+HVBQ+XIVI+XISJ+UTRE+FQGQ+RFRB+VKGP+KNMB+SCEB+MNPL+TVSH+KDCH+DDRL+ENAU+JGAB+BTFM+YQIJ+AOUJ+MHGD+AZZW+WAXR+RIDD+GAKQ+UAXP+YFGP+JRGZ+UQAZ+Ambtr_v1.0.27+VFFP+CBNG+XGFU+ZHMB+MCHJ+GXBM+RXEN+MXDS+GDYP+LNER+ZRAV+RWKR+QYXY+UASK+AUIP+NHAG+DZPJ+OFUE+ESYX+TLCA+EXGW+ZTHV+PUAN+FPYZ+CCHG+DEMH+RKFX+NMAK+BFJL+GCYL+BAZF+EMAL+IIOL+MYMP+DYFF+LNIL+PWKQ+XHKT+GSXD+ZNUM+KKDQ+LLEN+CGDN+SJEV+GJIY+MULF+VBHQ+PPPZ+DXQW+XPAF+Carpa_ASGPBv0.4+TPUT+TOKV+JOPH+IZLO+QWFV+BTTS+RNBN+ISHC+EDEQ+WGUG+PYDB+XXYA+ONBE+RAPY+Chlre_v5.5+FPLR+QJYX+NDUV+BBDD+EHNF+LIRF+LEMW+FUMQ+GMHZ+IAJW+NTLE+KGJF+Sorbi_v2.1+XDDT+KYNE+FXJC+FRPM+JAFJ+EZGR+FOYQ+ZUHO+KMNX+TJQY+MYVH+DESP+EPRK+IPPG+QHBI+FDBS+BUWV+SBLT+OQHZ+GGWH+UJTT+YYPE+FMRU+TGKW+QGLJ+OBUY+RDOO+JCLQ+BAHE+LWCK+TWFZ+IXEM+AAXJ+QRNU+CLMX+LRTN+EJCM+KCPT+LBRP+EEMJ+YFZK+NVSO+HDWF+QDTV+CCID+GUBD+AEKF+GRKU+BEKN+XKWQ+TQOO+FAMO+RQFE+VGHH+AKTA+JNKW+KWGC+AWJM+UDHA+VBLH+GOQJ+NKIN+UXCS+ILBQ+SDXI+WPYJ+XEUV+CVEG+Chlva_v1.0+KFZY+NHIX+GFUR+KUJU+GKCZ+BPKH+ZRIN+KBRW+NEBM+KXSK+JGYZ+HOKG+UFHF+YHLF+NSTT+IHOI+DZQM+AXBO+BSEY+UHLI+GTUO+SERM+GZUR+VITX+OXGJ+RBYC+YRHD+LDRY+AQXA+JKKI+CAPN+BLWH+SGTW+YPIC+SIZE+OGZM+OKEF+PHOQ+PQED+NWMY+BDIW+JEBK+UDUT+YFQX+TNVE+KLGF+PPQR+WCOR+HDSY+MJMQ+LSHT+ADHK+XPBC+NATT+MUNP+WCZB+GAMH+QTJY+RPPC+FDMM+OVIJ+QEBC+SOHV+QZBA+BDJQ+SALZ+JLLY+TDTF+ISIM+WXVX+SLOI+HUSX+FXHG+RCUX+VXOD+HBUQ+JETM+BWVJ+JMUI+ISGT+JROW+OOSO+DTNC+AUGV+PFUD+MBWM+EXHX+FZQN+VTOK+Betvu_v1.1+VYER+KJZG+VIAU+IXVJ+NAUM+LAPO+FSQE+YCKE+XXHP+SCAO+PKMO+WZYK+EAAA+CPLT+WVMY+RYJX+MWYQ+IDGE+SVVG+ATFX+GJTI+ONZG+ZLOA+BIVQ+Volca_v2.0+ULKT+WPUV+YIVZ+OVRB+XDLL+OSMU+IKIZ+CVDF+QNPH+UVDC+GIWN+ZLQE+CFRN+YIXP+VAZE+HBHB+LVNW+KOFB+VNAL+JUWL+WUZV+WTJG+VKJD+NGRR+ETCJ+TZWR+XKVX+HENI+VJDZ+XMVD+MIKW+FALI+BLAJ+DIHD+FFPD+URZI+IDAU+WFBF+MWXT+JTIG+FCHS+PZIF+STKJ+SZPD+QVMR+WYAJ+UVQL+STKY+NPRL+DSUV+GYBH+QXWF+ZBVT+AKCR+YLBK+XOOE+LXGM+LWDA+OZJZ+CPKP+EFMS+WEEQ+LVUS+QJXB+ALZF+LLQV+FIDQ+OQBM+UNBZ+DWZT+JOJQ+ONLQ+UBLN+RQNK+JYMN+CAQZ+OAGK+CSWE+PVGP+WOGB+XNLP+OUER+JZHZ+LHDP+PVGM+BMJR+XTON+UKUC+PSHB+HIDG+ORKS+VVVV+BPSG+JPYU+ENQF+MXEZ+UOEL+SNBI+MOYY+GNQG+SIIK+Theca_v1.1+SMZF+YLWW+JPDJ+BMSE+UNPT+EQDA+SIBR+IWMW+DCDT+ANON+Prupe_v1.0+EEJO+EJBY+NUZN+KEFD+BOGT+JMTE+AWQB+HURS+RLZU+DTOA+Cyame_v1.0+AUDE+RZSW+DFDS+VFIV+OBPL+JGGD+HYHN+BBBA+CKKR+NWQC+VYDM+TIJL+JIWJ+EVOD+IHPC+RZTJ+HYZL+WCLV+HABV+NUSE+LKKX+XRTZ+ACWS+JQFK+KFEB+WCLG+AALA+RXRQ+KAOV+NPND+RJNQ+NNOK+LDEL+FNXH+HTFH+UZNH+PXYR+TRLB+HKZW+ZPKK+SUVN+SART+BVOF+DNQA+KJAA+REZJ+CIEA+QLMZ+WBIB+JSVC+GIPR+WXNT+BSNI+CJNT+ZQRI+MFTM+HUGU+RFAD+TPHT+GQAV+KVFU+MWAN+FVXD+OYST+TNWF+ZETY+ZJUL+LSKK+RLCS+SUFP+XSNO+OPDF+ZFXU+TFYI+OINM+OJCW+AJJE+AHRN+QUTB+RPQV+OVHR+FMWZ+LBZM+ZGDS+YOHC+ROZZ+JNVS+ECTD+WLZP+GNRI+VJSJ+LTZF+XONJ+TJES+CTSS+WTDE+Chabr_v0.1+ROAP+AYIY+ALUC+MYZV+XOAL+IUSR+UUJS+PYHZ+QAIR+WWSS+GMAM+SVQC+IORZ+YLJA+KKCW+SHEZ+BJKT+WWQZ+HJMP+MDJK+LETF+PLBZ+ZVFS+VUIT+NTEO+JTQQ+RVGH+VQBJ+QMWB+BMRX+LMVB+QAUE+JHCN+PUCW+WBXY+HATH+FUPX+HQRJ+BZSH+OWAS+XKPS+ZGQD+GNPX+ASMV+UFQC+XMCL+UZXL+HILW+CAIX+KRUQ+OCZL+MCPK+MROH+EZZT+UEEN+LQUX+FPCO+QDVW+VHIJ+QCGM+AYPS+DLAI+JZVE+YHXT+WYIG+VJED+NDPQ+LUNL+GANB+KYIO+BWRK+KRJP+DAYQ+Aquco_v1.1+TAVP+LXRN+CQPW+ZIWB+REOF+VCCF+AGIO+LDME+IHWO+XVRU+QIEH+NNGU+CWZU+GKAG+EMIG+MNNM+DGNP+KZED+CQQP+ZMGN+XTZO+JDQB+IJMT+MZOB+RRSV+CMCY+HOUF+WSPM+ODDO+NNHQ+VRGZ+WNGH+MHYG+TRPJ+THDM+DVYE+AKXB+GBCQ+VJPU+UOMY+ZYAX+OEKO+QOXT+CHJJ+PBUU+AQFM+OGSY+WDGV+HERT+YZVJ+EGLZ+RQUG+HVNO+WJLO+FLTD+COBX+CXSJ+JCXF+KAWQ+TXVB+OUOI+XMGP+PSKY+XIRK+RJIM+MVSE+AJBK+RGKI+WQRD+GOWD+LPGY+XWDM+JBND+WZFE+GAON+ZACW+BTZX+MLPX+LSJW+UJGI+UUHD+PIVW+NQWS+XZPP+JBGU+BYQM+ZJRC+PTLU+FFFY+QNIK+RFSD+RKLL+TCBC+USIX+QBGG+HSXO+VYLQ+PTBJ+POOW+IRZA+MVTX+QICX+Arath_TAIR10+MEKP+DFYF+FYSJ+EQYT+CRNC+XNXF+DZLN+TZNS+UEVI+PKOX+BYNZ+IQJU+EBOL+GDUD+QRTH+XRCX+KSFK+EWHG+ZSAB+Phypa_v3.0+IZGN+OBOJ+XJGM+XQSG+MKZR+ZTLR+IPUI+LACT+BSTR+QNGJ+MIRS+HLJG+UGJI+XSZI+OLXF+MFIN+VWIP+HRUR+SJAN+IXLH+Orysa_v7.0+JSZD+AFQQ+AVJK+ZENX+WCQU+OPZX+GSZA+OODC+ODXI+QURC+TFDQ+OFTV+PMTB+KVAY+BJSW+BFMT+GEHT+FTRP+WKSU+XZME+VYGG+PDQH+VTLJ+LHSH+TMAJ+HELY+PGKL+YADI+IANR+ICNN+NIGS+HGSM+OLES+KTQI+CZPV+WIGA+DRIL+FANS+BKQU+INSP+ZBPY+WXRI+OSHQ+BGZG+HNDZ+TJMB+QCOU+JHUL+UYFR+DUQG+ERWT+APTP+LELS+QSKP+EFCZ+GLVK+TAGM+IGUH+IFLI+NKXU+SZUO+YKQR+FMVB+Micpu_v3.0+Pinta_v2.0+IFCJ+GYRP+PZAP+YNFJ+KYAD+Selmo_v1.0+LFII+YJUG+CSUV+SRGS+JYOB+YWNF+SWPE+WHHY+ZLBP+AQGE+MQIV+PCGJ+SKQD+YRMA+THEW+JKHA+VFYZ+UHJR+YJJY+UTQR+COCP+ZJOJ+RWYZ+XVJB+PSJT+MTII+YZGX+DUNJ+IYDF+CWLL+PUDI+NYBX+ZUQW+RQZP+TUHA+MTGC+XMBA+BRUD+BILC+Ostlu_v2.0+VQYB+HJVM+FCEL+HTDC+PQTO+FWCQ+ZDOF+OQWW+JKAA+CUTE+SWOH+JMJV+OXYP+IRYH+GIOY+DZTK+CMEQ+HOOU+HAOX+UOYN+VTUS+VDAO+GVCB+ZRMT+EBWI+VMNH+GTSV+FQLP+SNNC+ZZEI+NSPR+QHVS+RCBT+PNZO+XWHK+NJJO+MEAH+QEHE+OHAE+WTKZ+URDJ+PCNH+VPDX+WSYE+ZIVZ+AYMT+ZDIZ+GFVW+YEPO+RSOF+JRNA+WKCY+EBPG+UCNM+ACRY+EGOS+QIKZ+WDCW+RMMV+Elagu_v2.0+KFAL+HWUP+MJAV+ABCD+YOWV+VZWX+IQYY+HBGV+IEPQ+AXPJ+WAFT+JDTY+AFPO+DBYD+TKEK+GGEA+QFAE+Manes_v4.1+MFZO+VGSX+GJNX+JBYE+ZCDJ+Mimgu_v2.0+PRFO+OTQG+ERXG+QNOC+YOXI+UPZX+RTLC+HUQC+VKOE+TAHF+PHCE+MVRF+JEPE+KUXM+CQMG+MUMD+WBOD+PFSA+BOLZ+TJLC+EITK+YSBD+AJAU+UGPM+ATQZ+SWGX+FFGR+EDIT+JMXW+JRDV+XQWC+JBLI+PIUF+BYPY+EAVM+LSLA+JOIS+DLJZ+TOXE+LNSF+VGVI+QSLH+UJWU+BXBF+OSIP+ZXJO+MNCB+FONV+CBJR+AIOU+GETL+GUMF+QXSZ+SFZX+QGQH+OTAN+TCYS+RMWJ+CUVY+QKQO+BERS+XHHU+NMDZ+XFFT+ZQWM+YGAT+ZULJ+EMBR+YMUO+XDVM+VKVG+MIXZ+TGOP+BCAA+ZSGF+XQRV+RTNA+JADL+JWGT+YLPM+QMUN+XAYK+QASA+SMUR+ECSL+KTWL+NXTS+AWOI+DUMA+SILJ+WPHN+CHTD+EZXQ+Klefl_v1.0+FWBF+XBKS+LFQH+RGMN+RUUB+YUOM+GYFU+DMLT+SKYV+MTHW+WEAC+OYLU+ICOX+YHFG+CWYJ+RWXW+RAWF+AFLV+WDWX+PDXY+BIDT+UGNK+PWSG+BZDF+XOZZ+JLOV+TQKZ+IKWM+BQEQ+XMOG+EGNB+DDEV+JKNQ+LHLE+NRXL+KPUM+NHUA+MAQO+EIGQ+BNTL+WMLW+ASZK+ABEH+HFIK+PAWA+IHCQ+LFVP+HKMQ+BHBK+YGCX+SBZH+BSVG+ZYCD+PZRT+FCCA+Musac_v1.0+VHZV+DMKC+RSCE+SNOX+WHNV+RDYY+MXFG+MBQU+NBYP+LFOG+VLNB+KAYP	None		0	
Green Plants+Glaucophyta	Green Plants+Glaucophyta	None	Green Plants+Glaucophyta	1	
Green Plants+Glaucophyta+Red Algae	Green Plants+Glaucophyta+Red Algae	None	Green Plants+Glaucophyta+Red Algae	1	
Chromista+Green Plants+Glaucophyta+Red Algae	Chromista+Green Plants+Glaucophyta+Red Algae	None	Chromista+Green Plants+Glaucophyta+Red Algae	0	
Hornworts+Mosses/Liverworts	Hornworts+Mosses plus Liverworts	None	Hornworts+Mosses plus Liverworts	1	
Hornworts+Mosses/Liverworts+Vascs	Hornworts+Mosses plus Liverworts+Vascs	None	Hornworts+Mosses plus Liverworts+Vascs	0	
Mosses/Liverworts+Vascs	Mosses plus Liverworts+Vascs	None	Mosses plus Liverworts+Vascs	1	
Pinaceae+Other Pinales	Pinaceae+Other Pinales	None	Pinaceae+Other Pinales	1	
Gnetales+Pinaceae+Other Pinales	Gnetales+Pinaceae+Other Pinales	None	Gnetales+Pinaceae+Other Pinales	1	
Gnetales+Pinaceae	Gnetales+Pinaceae	None	Gnetales+Pinaceae	1	
Waterlilies+Other Angios	Waterlilies+Other Angios	None	Waterlilies+Other Angios	1	
Waterlilies+Amborella	Waterlilies+Amborella	None	Waterlilies+Amborella	1	
Waterlilies+Other Angios+Amborella	Waterlilies+Other Angios+Amborella	None	Waterlilies+Other Angios+Amborella	0	
Other Angios+Amborella	Other Angios+Amborella	None	Other Angios+Amborella	1	
OtherPrasinococcales+Prasinococcus capsulatus	OtherPrasinococcales+Prasinococcus capsulatus	None	OtherPrasinococcales+Prasinococcus capsulatus	1	
Strept+Prasinococcales	Strept+OtherPrasinococcales+Prasinococcus capsulatus	None	Strept+OtherPrasinococcales	1	
Strept+OtherPrasinococcales+Prasinococcus capsulatus+Chloro	Strept+OtherPrasinococcales+Prasinococcus capsulatus+Chloro	None	Strept+OtherPrasinococcales+Chloro+Prasinococcus capsulatus	0	
Strept+Chloro	Strept+Chloro	None	Strept+Chloro	1	
Chloro+Prasinococcales	OtherPrasinococcales+Prasinococcus capsulatus+Chloro	None	OtherPrasinococcales+Chloro	1	
Ophio. + Psilotales+Marattiales	Ophioglossales plus Psilotales+Marattiales	None	Ophioglossales plus Psilotales+Marattiales	1	
Ophio. + Psilotales+Marattiales+Polypodiidae	Ophioglossales plus Psilotales+Marattiales+Polypodiidae	None	Ophioglossales plus Psilotales+Marattiales+Polypodiidae	1	
Marattiales+Polypodiidae	Marattiales+Polypodiidae	None	Marattiales+Polypodiidae	1	
Spirotaenia sp+Zygnemophyceae	Spirotaenia sp+Zygnemophyceae	None	Spirotaenia sp+Zygnemophyceae	1	
Spirotaenia sp+Zygnemophyceae+LandPlants	Spirotaenia sp+Zygnemophyceae+LandPlants	None	Zygnemophyceae+LandPlants	1	
Spirotaenia sp+Zygnemophyceae+LandPlants+Coleochaetales	Spirotaenia sp+Zygnemophyceae+LandPlants+Coleochaetales	None	Zygnemophyceae+LandPlants+Coleochaetales	1	
Spirotaenia sp+Zygnemophyceae+LandPlants+Coleochaetales+Chara	Spirotaenia sp+Zygnemophyceae+LandPlants+Coleochaetales+Chara	None	Spirotaenia sp+Zygnemophyceae+LandPlants+Coleochaetales+Chara	0	
LandPlants+Coleochaetales+Chara	LandPlants+Coleochaetales+Chara	None	LandPlants+Coleochaetales+Chara	1	
LandPlants+Chara	LandPlants+Chara	None	LandPlants+Chara	1	
Chlorophyceae+Bryopsidales	Chlorophyceae+Bryopsidales	None	Chlorophyceae+Bryopsidales	1	
OtherUlvophyceae+Trent/Clado	OtherUlvophyceae+Trent plus Clado	None	OtherUlvophyceae+Trent plus Clado	1	
Chlorophyceae+Bryopsidales+OtherUlvophyceae+Trent/Clado	Chlorophyceae+Bryopsidales+OtherUlvophyceae+Trent plus Clado	None	Chlorophyceae+Bryopsidales+OtherUlvophyceae+Trent plus Clado	1	
Bryopsidales+OtherUlvophyceae+Trent/Clado	Bryopsidales+OtherUlvophyceae+Trent plus Clado	None	Bryopsidales+OtherUlvophyceae+Trent plus Clado	1	
Bryopsidales+Trent/Clado	Bryopsidales+Trent plus Clado	None	Bryopsidales+Trent plus Clado	1	
Trebouxiophyceae+Chlorophyceae+Bryopsidales+OtherUlvophyceae+Trent plus Clado	Trebouxiophyceae+Chlorophyceae+Bryopsidales+OtherUlvophyceae+Trent plus Clado	None	Trebouxiophyceae+Chlorophyceae+Bryopsidales+OtherUlvophyceae+Trent plus Clado	0	
Gunnera+Dillenia	Gunnera+Dillenia	None	Gunnera+Dillenia	1	
Saxifragales+CoreRosids	Saxifragales+CoreRosids	None	Saxifragales+CoreRosids	1	
Saxifragales+CoreRosids+Vitales	Saxifragales+CoreRosids+Vitales	None	Saxifragales+CoreRosids+Vitales	1	
Saxifragales+CoreRosids+Vitales+Santalales	Saxifragales+CoreRosids+Vitales+Santalales	None	Saxifragales+CoreRosids+Vitales+Santalales	1	
Asterids+Berberidopsidales	Asterids+Berberidopsidales	None	Asterids+Berberidopsidales	1	
Asterids+Berberidopsidales+Caryophyllales	Asterids+Berberidopsidales+Caryophyllales	None	Asterids+Berberidopsidales+Caryophyllales	1	
Eudicots - Gunnera/Dillenia	Saxifragales+CoreRosids+Vitales+Santalales+Asterids+Berberidopsidales+Caryophyllales	None	Saxifragales+CoreRosids+Vitales+Santalales+Asterids+Berberidopsidales+Caryophyllales	1	
Dillenia+Caryophyllales	Dillenia+Caryophyllales	None	Dillenia+Caryophyllales	1	
Asterids+Dillenia+Caryophyllales	Asterids+Dillenia+Caryophyllales	None	Asterids+Dillenia+Caryophyllales	1	
Vitales+Santalales	Vitales+Santalales	None	Vitales+Santalales	1	
Eudicots - Gunnera/Berberidopsidales	Saxifragales+CoreRosids+Vitales+Santalales+Asterids+Dillenia+Caryophyllales	None	Saxifragales+CoreRosids+Vitales+Santalales+Asterids+Dillenia+Caryophyllales	1	
Palms+Zings	Palms+Zings	None	Palms+Zings	1	
Palms+Poales	Palms+Poales	None	Palms+Poales	1	
Zings+Poales	Zings+Poales	None	Zings+Poales	1	
Palms+Zings+Poales	Palms+Zings+Poales	None	Palms+Zings+Poales	0	
Asterids+Caryophyllales	Asterids+Caryophyllales	None	Asterids+Caryophyllales	1	
Asterids+Santalales+Caryophyllales	Asterids+Santalales+Caryophyllales	None	Asterids+Santalales+Caryophyllales	1	
